rsn,address,bing_address,neighbourhood,apartment,property_type,year_built,year_registered,units,storeys,property_management_or_landlord,evaluation_completed_on,score,score_percent,score_bucket,score_colour,agi,date_agi_initiated,tdf,tdf_year,reduced_increase_by,eviction_hearing,hearings,geometry,tooltip
4153921,134 Lawton Blvd,134 Lawton Blvd,Yonge-St.Clair,TRUE,Private,1955,2017,42,4,Gorbay Company Limited,2019-11-28,78,78%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.3975631, 43.6943466)",<b>134 Lawton Blvd</b><br><b>Built</b>: 1955<br><b>Landlord/Management</b>: Gorbay Company Limited<br><b>Units</b>: 42<br><b>RentSafeTO Evaluation</b>: 78%<br>
4365726,2360 Dundas St W,2360 Dundas St W,High Park North,TRUE,Private,1976,2018,638,29,Creccal Investments Ltd,2020-10-23,82,82%,81% to 100%,#e7e1ef,TRUE,2017-12-21,FALSE,NA,NA,FALSE,NA,"c(-79.452361, 43.657107)",<b>2360 Dundas St W</b><br><b>Built</b>: 1976<br><b>Landlord/Management</b>: Creccal Investments Ltd<br><b>Units</b>: 638<br><b>RentSafeTO Evaluation</b>: 82%<br><b>AGI Application</b>: 2017-12-21<br>
4789395,571 Prince Edward Dr N,571 Prince Edward Dr N,Kingsway South,TRUE,Private,2019,2020,115,8,Dms Property Management Ltd,2020-08-12,100,100%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.5099931, 43.6601881)",<b>571 Prince Edward Dr N</b><br><b>Built</b>: 2019<br><b>Landlord/Management</b>: Dms Property Management Ltd<br><b>Units</b>: 115<br><b>RentSafeTO Evaluation</b>: 100%<br>
4155161,1906-1930 Weston Rd,1906 Weston Rd,Weston,TRUE,Private,1970,2017,112,12,Psn Properties Inc.,2020-10-28,78,78%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.517013, 43.700232)",<b>1906-1930 Weston Rd</b><br><b>Built</b>: 1970<br><b>Landlord/Management</b>: Psn Properties Inc.<br><b>Units</b>: 112<br><b>RentSafeTO Evaluation</b>: 78%<br>
4155670,32 Carluke Cres,32 Carluke Crescent,St.Andrew-Windfields,TRUE,Private,1964,2017,103,7,Medallion Corporation,2020-12-16,80,80%,61% to 80%,#c994c7,TRUE,"2019-05-01, 2018-08-09, 2017-10-27",FALSE,NA,NA,TRUE,2,"c(-79.389734, 43.761169)","<b>32 Carluke Cres</b><br><b>Built</b>: 1964<br><b>Landlord/Management</b>: Medallion Corporation<br><b>Units</b>: 103<br><b>RentSafeTO Evaluation</b>: 80%<br><b>Eviction Hearings</b>: 2<br><b>AGI Application</b>: 2019-05-01, 2018-08-09, 2017-10-27<br>"
4155671,16 Carluke Cres,16 Carluke Crescent,St.Andrew-Windfields,TRUE,Private,1962,2017,101,7,Pinedale Properties Ltd,2019-10-28,81,81%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,TRUE,1,"c(-79.3926871, 43.7611248)",<b>16 Carluke Cres</b><br><b>Built</b>: 1962<br><b>Landlord/Management</b>: Pinedale Properties Ltd<br><b>Units</b>: 101<br><b>RentSafeTO Evaluation</b>: 81%<br><b>Eviction Hearings</b>: 1<br>
4155681,900 Queen St W,900 Queen St W,Trinity-Bellwoods,TRUE,Social Housing,1996,2017,22,3,NA,2018-12-14,75,75%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4156068, 43.6450724)",<b>900 Queen St W</b><br><b>Built</b>: 1996<br><b>Units</b>: 22<br><b>RentSafeTO Evaluation</b>: 75%<br>
4166944,70 Cambridge Ave,70 Cambridge Ave,Playter Estates-Danforth,TRUE,Private,1967,2017,275,21,Westdale Properties,2019-12-04,83,83%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.360898, 43.678107)",<b>70 Cambridge Ave</b><br><b>Built</b>: 1967<br><b>Landlord/Management</b>: Westdale Properties<br><b>Units</b>: 275<br><b>RentSafeTO Evaluation</b>: 83%<br>
4167686,2356 Eglinton Ave E,2356 Eglinton Ave E,Ionview,TRUE,Private,1960,2017,70,5,2585276 Ontario Limited,2019-12-10,81,81%,81% to 100%,#e7e1ef,TRUE,2021-04-09,FALSE,NA,NA,TRUE,2,"c(-79.2729958, 43.731844)",<b>2356 Eglinton Ave E</b><br><b>Built</b>: 1960<br><b>Landlord/Management</b>: 2585276 Ontario Limited<br><b>Units</b>: 70<br><b>RentSafeTO Evaluation</b>: 81%<br><b>Eviction Hearings</b>: 2<br><b>AGI Application</b>: 2021-04-09<br>
4154152,47 Thorncliffe Park Dr,47 Thorncliffe Park Dr,Thorncliffe Park,TRUE,Private,1966,2017,474,25,Morguard Nar Canada L.p,2020-11-24,75,75%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,TRUE,1,"c(-79.34298, 43.700525)",<b>47 Thorncliffe Park Dr</b><br><b>Built</b>: 1966<br><b>Landlord/Management</b>: Morguard Nar Canada L.p<br><b>Units</b>: 474<br><b>RentSafeTO Evaluation</b>: 75%<br><b>Eviction Hearings</b>: 1<br>
4154155,65 Thorncliffe Park Dr,65 Thorncliffe Park Dr,Thorncliffe Park,TRUE,Private,1967,2017,332,20,Centennial Towers (65) Inc.,2020-11-24,76,76%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.340254, 43.703511)",<b>65 Thorncliffe Park Dr</b><br><b>Built</b>: 1967<br><b>Landlord/Management</b>: Centennial Towers (65) Inc.<br><b>Units</b>: 332<br><b>RentSafeTO Evaluation</b>: 76%<br>
4154158,79 Thorncliffe Park Dr,79 Thorncliffe Park Dr,Thorncliffe Park,TRUE,Private,1966,2017,319,17,Greenwin Inc,2019-10-31,85,85%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,TRUE,5,"c(-79.3414993, 43.7061409)",<b>79 Thorncliffe Park Dr</b><br><b>Built</b>: 1966<br><b>Landlord/Management</b>: Greenwin Inc<br><b>Units</b>: 319<br><b>RentSafeTO Evaluation</b>: 85%<br><b>Eviction Hearings</b>: 5<br>
4154171,4 Grandstand Pl,4 Grandstand Pl,Thorncliffe Park,TRUE,Private,1962,2017,60,6,Crestview Investment,2019-10-30,84,84%,81% to 100%,#e7e1ef,TRUE,2017-10-23,TRUE,2018,0.33%,FALSE,NA,"c(-79.3456509, 43.7040575)",<b>4 Grandstand Pl</b><br><b>Built</b>: 1962<br><b>Landlord/Management</b>: Crestview Investment<br><b>Units</b>: 60<br><b>RentSafeTO Evaluation</b>: 84%<br><b>AGI Application</b>: 2017-10-23<br><b>Tenant Defence Fund Received</b>: 2018<br><b>TDF Reduced Increase By</b>: 0.33%<br>
4154658,3253 Bathurst St,3253 Bathurst St,Bedford Park-Nortown,TRUE,Private,1955,2017,22,4,Wj Properties,2020-12-08,81,81%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4303228, 43.7237098)",<b>3253 Bathurst St</b><br><b>Built</b>: 1955<br><b>Landlord/Management</b>: Wj Properties<br><b>Units</b>: 22<br><b>RentSafeTO Evaluation</b>: 81%<br>
4154662,3311 Bathurst St,3311 Bathurst St,Bedford Park-Nortown,TRUE,Private,1965,2017,102,9,Cogir Management Corporation,2020-12-04,79,79%,61% to 80%,#c994c7,TRUE,"2019-05-29, 2019-01-15, 2018-03-07",TRUE,2018,0.99%,TRUE,3,"c(-79.430429, 43.7246927)","<b>3311 Bathurst St</b><br><b>Built</b>: 1965<br><b>Landlord/Management</b>: Cogir Management Corporation<br><b>Units</b>: 102<br><b>RentSafeTO Evaluation</b>: 79%<br><b>Eviction Hearings</b>: 3<br><b>AGI Application</b>: 2019-05-29, 2019-01-15, 2018-03-07<br><b>Tenant Defence Fund Received</b>: 2018<br><b>TDF Reduced Increase By</b>: 0.99%<br>"
4154669,199 Wilson Ave,199 Wilson Ave,Bedford Park-Nortown,TRUE,Private,1955,2017,46,4,Viron Properties Inc.,2019-11-19,72,72%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4243276, 43.7390548)",<b>199 Wilson Ave</b><br><b>Built</b>: 1955<br><b>Landlord/Management</b>: Viron Properties Inc.<br><b>Units</b>: 46<br><b>RentSafeTO Evaluation</b>: 72%<br>
4154677,2125 Avenue Rd,2125 Avenue Rd,Bedford Park-Nortown,TRUE,Private,1955,2017,33,4,G.l.g. Developments Ltd.,2020-12-15,83,83%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.420654, 43.738436)",<b>2125 Avenue Rd</b><br><b>Built</b>: 1955<br><b>Landlord/Management</b>: G.l.g. Developments Ltd.<br><b>Units</b>: 33<br><b>RentSafeTO Evaluation</b>: 83%<br>
4154681,4000 Yonge St,4000 Yonge St,Bedford Park-Nortown,TRUE,Private,1964,2017,305,8,M&R Property Management,2019-11-19,83,83%,81% to 100%,#e7e1ef,TRUE,2019-02-04,FALSE,NA,NA,FALSE,NA,"c(-79.4068093, 43.7425344)",<b>4000 Yonge St</b><br><b>Built</b>: 1964<br><b>Landlord/Management</b>: M&R Property Management<br><b>Units</b>: 305<br><b>RentSafeTO Evaluation</b>: 83%<br><b>AGI Application</b>: 2019-02-04<br>
4155176,200 Woolner Ave,200 Woolner Ave,Rockcliffe-Smythe,TRUE,Private,1968,2017,304,16,Woolner Holdings Inc,2020-11-10,70,70%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.49159, 43.672804)",<b>200 Woolner Ave</b><br><b>Built</b>: 1968<br><b>Landlord/Management</b>: Woolner Holdings Inc<br><b>Units</b>: 304<br><b>RentSafeTO Evaluation</b>: 70%<br>
4155181,787 Jane St,787 Jane St,Rockcliffe-Smythe,TRUE,Private,1964,2017,107,9,NA,2021-04-16,69,69%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4937787, 43.6734671)",<b>787 Jane St</b><br><b>Built</b>: 1964<br><b>Units</b>: 107<br><b>RentSafeTO Evaluation</b>: 69%<br>
4154162,54 Thorncliffe Park Dr,54 Thorncliffe Park Dr,Thorncliffe Park,TRUE,Private,1960,2017,71,6,Park Property Management Inc.,2019-10-31,90,90%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.3417944, 43.7040353)",<b>54 Thorncliffe Park Dr</b><br><b>Built</b>: 1960<br><b>Landlord/Management</b>: Park Property Management Inc.<br><b>Units</b>: 71<br><b>RentSafeTO Evaluation</b>: 90%<br>
4154163,52 Thorncliffe Park Dr,52 Thorncliffe Park Dr,Thorncliffe Park,TRUE,Private,1960,2017,57,6,Park Property Management Inc.,2019-10-31,90,90%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.3419921, 43.7036873)",<b>52 Thorncliffe Park Dr</b><br><b>Built</b>: 1960<br><b>Landlord/Management</b>: Park Property Management Inc.<br><b>Units</b>: 57<br><b>RentSafeTO Evaluation</b>: 90%<br>
4154172,2 Grandstand Pl,2 Grandstand Pl,Thorncliffe Park,TRUE,Private,1960,2017,60,6,Cromwell Management Inc,2019-10-30,72,72%,61% to 80%,#c994c7,TRUE,2017-06-30,FALSE,NA,NA,TRUE,1,"c(-79.346222, 43.703898)",<b>2 Grandstand Pl</b><br><b>Built</b>: 1960<br><b>Landlord/Management</b>: Cromwell Management Inc<br><b>Units</b>: 60<br><b>RentSafeTO Evaluation</b>: 72%<br><b>Eviction Hearings</b>: 1<br><b>AGI Application</b>: 2017-06-30<br>
4154659,3255 Bathurst St,3255 Bathurst St,Bedford Park-Nortown,TRUE,Private,1955,2017,22,4,Wj Properties,2020-12-08,81,81%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4303877, 43.7239376)",<b>3255 Bathurst St</b><br><b>Built</b>: 1955<br><b>Landlord/Management</b>: Wj Properties<br><b>Units</b>: 22<br><b>RentSafeTO Evaluation</b>: 81%<br>
4154665,225 Wilson Ave,225 Wilson Ave,Bedford Park-Nortown,TRUE,Private,1960,2017,20,3,Megacity Managament Inc.,2019-11-19,84,84%,81% to 100%,#e7e1ef,TRUE,2017-09-07,FALSE,NA,NA,FALSE,NA,"c(-79.4279712, 43.7381847)",<b>225 Wilson Ave</b><br><b>Built</b>: 1960<br><b>Landlord/Management</b>: Megacity Managament Inc.<br><b>Units</b>: 20<br><b>RentSafeTO Evaluation</b>: 84%<br><b>AGI Application</b>: 2017-09-07<br>
4154671,2200 Avenue Rd,2200 Avenue Rd,Bedford Park-Nortown,TRUE,Private,1969,2017,152,16,Viron Properties Inc.,2020-12-11,81,81%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4225543, 43.7402323)",<b>2200 Avenue Rd</b><br><b>Built</b>: 1969<br><b>Landlord/Management</b>: Viron Properties Inc.<br><b>Units</b>: 152<br><b>RentSafeTO Evaluation</b>: 81%<br>
4154672,15 Bideford Ave,15 Bideford Ave,Bedford Park-Nortown,TRUE,Private,1956,2017,44,6,Mantler Management Ltd.,2020-12-15,88,88%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4231828, 43.7407747)",<b>15 Bideford Ave</b><br><b>Built</b>: 1956<br><b>Landlord/Management</b>: Mantler Management Ltd.<br><b>Units</b>: 44<br><b>RentSafeTO Evaluation</b>: 88%<br>
4154688,4087 Bathurst St,4087 Bathurst St,Lansing-Westgate,TRUE,Private,1958,2018,11,3,Gdh Apartment Group Ltd.,2020-12-10,84,84%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4355422, 43.7449495)",<b>4087 Bathurst St</b><br><b>Built</b>: 1958<br><b>Landlord/Management</b>: Gdh Apartment Group Ltd.<br><b>Units</b>: 11<br><b>RentSafeTO Evaluation</b>: 84%<br>
4155182,797 Jane St,797 Jane St,Rockcliffe-Smythe,TRUE,Private,1970,2017,93,12,Hazelview Properties,2019-11-07,81,81%,81% to 100%,#e7e1ef,TRUE,2019-07-29,FALSE,NA,NA,FALSE,NA,"c(-79.4944076, 43.6740751)",<b>797 Jane St</b><br><b>Built</b>: 1970<br><b>Landlord/Management</b>: Hazelview Properties<br><b>Units</b>: 93<br><b>RentSafeTO Evaluation</b>: 81%<br><b>AGI Application</b>: 2019-07-29<br>
4155188,2 Jasper Ave,2 Jasper Ave,Rockcliffe-Smythe,TRUE,Private,1954,2017,22,3,Jasper Homes,2021-04-15,62,62%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4830125, 43.6835096)",<b>2 Jasper Ave</b><br><b>Built</b>: 1954<br><b>Landlord/Management</b>: Jasper Homes<br><b>Units</b>: 22<br><b>RentSafeTO Evaluation</b>: 62%<br>
4155189,5 A Jasper Ave,5 Jasper Ave,Rockcliffe-Smythe,TRUE,Private,1954,2017,10,3,NA,2020-12-02,64,64%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4823165, 43.6834795)",<b>5 A Jasper Ave</b><br><b>Built</b>: 1954<br><b>Units</b>: 10<br><b>RentSafeTO Evaluation</b>: 64%<br>
4155191,8 Hector Ave,8 Hector Ave,Rockcliffe-Smythe,TRUE,Private,1957,2017,18,3,Greenwin Corp.,2020-12-07,68,68%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4898357, 43.6801806)",<b>8 Hector Ave</b><br><b>Built</b>: 1957<br><b>Landlord/Management</b>: Greenwin Corp.<br><b>Units</b>: 18<br><b>RentSafeTO Evaluation</b>: 68%<br>
4155193,80 Guestville Ave,80 Guestville Ave,Mount Dennis,TRUE,Private,1958,2017,53,4,NA,2020-11-26,78,78%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.4901131, 43.6841196)",<b>80 Guestville Ave</b><br><b>Built</b>: 1958<br><b>Units</b>: 53<br><b>RentSafeTO Evaluation</b>: 78%<br>
4155703,45 Parkcrest Dr,45 Parkcrest Dr,Scarborough Village,TRUE,Private,1976,2017,92,8,Myriad Property Management,2019-11-20,91,91%,81% to 100%,#e7e1ef,TRUE,2018-02-12,FALSE,NA,NA,TRUE,1,"c(-79.2193638, 43.7361066)",<b>45 Parkcrest Dr</b><br><b>Built</b>: 1976<br><b>Landlord/Management</b>: Myriad Property Management<br><b>Units</b>: 92<br><b>RentSafeTO Evaluation</b>: 91%<br><b>Eviction Hearings</b>: 1<br><b>AGI Application</b>: 2018-02-12<br>
4155704,656 Kingston Rd,656 Kingston Rd,East End-Danforth,TRUE,Social Housing,1994,2017,106,6,Neighbourhood Link Homes,2019-12-05,79,79%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.2976959, 43.679179)",<b>656 Kingston Rd</b><br><b>Built</b>: 1994<br><b>Landlord/Management</b>: Neighbourhood Link Homes<br><b>Units</b>: 106<br><b>RentSafeTO Evaluation</b>: 79%<br>
4155712,44 Valley Woods Rd,44 Valley Woods Rd,Parkwoods-Donalda,TRUE,Private,1965,2017,263,22,East West Management,2019-03-07,94,94%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.333392, 43.754583)",<b>44 Valley Woods Rd</b><br><b>Built</b>: 1965<br><b>Landlord/Management</b>: East West Management<br><b>Units</b>: 263<br><b>RentSafeTO Evaluation</b>: 94%<br>
4155730,45 Lisgar St,45 Lisgar St,Little Portugal,TRUE,Private,2010,2017,291,14,Medallion Corporation,2019-11-25,81,81%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,TRUE,3,"c(-79.422929, 43.642218)",<b>45 Lisgar St</b><br><b>Built</b>: 2010<br><b>Landlord/Management</b>: Medallion Corporation<br><b>Units</b>: 291<br><b>RentSafeTO Evaluation</b>: 81%<br><b>Eviction Hearings</b>: 3<br>
4155737,6030 Bathurst St,6030 Bathurst St,Westminster-Branson,TRUE,Private,1967,2017,247,19,Timbercreek/Hazelview,2020-11-02,79,79%,61% to 80%,#c994c7,TRUE,2017-08-08,TRUE,2018,0.53%,FALSE,NA,"c(-79.447514, 43.787495)",<b>6030 Bathurst St</b><br><b>Built</b>: 1967<br><b>Landlord/Management</b>: Timbercreek/Hazelview<br><b>Units</b>: 247<br><b>RentSafeTO Evaluation</b>: 79%<br><b>AGI Application</b>: 2017-08-08<br><b>Tenant Defence Fund Received</b>: 2018<br><b>TDF Reduced Increase By</b>: 0.53%<br>
4155382,311 The West Mall,311 The West Mall,Etobicoke West Mall,TRUE,Private,1962,2017,109,7,Fides Real Estate Limited,2020-12-09,70,70%,61% to 80%,#c994c7,TRUE,2018-04-12,FALSE,NA,NA,FALSE,NA,"c(-79.5621818, 43.6365124)",<b>311 The West Mall</b><br><b>Built</b>: 1962<br><b>Landlord/Management</b>: Fides Real Estate Limited<br><b>Units</b>: 109<br><b>RentSafeTO Evaluation</b>: 70%<br><b>AGI Application</b>: 2018-04-12<br>
4155386,25 Eva Rd,25 Eva Rd,Etobicoke West Mall,TRUE,Private,1960,2017,48,5,Penworth Holdings Inc,2020-11-02,72,72%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,TRUE,1,"c(-79.5633595, 43.6389423)",<b>25 Eva Rd</b><br><b>Built</b>: 1960<br><b>Landlord/Management</b>: Penworth Holdings Inc<br><b>Units</b>: 48<br><b>RentSafeTO Evaluation</b>: 72%<br><b>Eviction Hearings</b>: 1<br>
4156136,2319 Mcnicoll Ave,2319 McNicoll Ave,Milliken,TRUE,Social Housing,1993,2017,130,5,NA,2020-11-26,81,81%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.2896089, 43.8140779)",<b>2319 Mcnicoll Ave</b><br><b>Built</b>: 1993<br><b>Units</b>: 130<br><b>RentSafeTO Evaluation</b>: 81%<br>
4152771,126 Bellamy Rd N,126 Bellamy Rd N,Eglinton East,TRUE,Private,1971,2017,253,16,Better Living Homes/2255761 Ontario,2020-12-16,77,77%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,TRUE,8,"c(-79.2319698, 43.742429)",<b>126 Bellamy Rd N</b><br><b>Built</b>: 1971<br><b>Landlord/Management</b>: Better Living Homes/2255761 Ontario<br><b>Units</b>: 253<br><b>RentSafeTO Evaluation</b>: 77%<br><b>Eviction Hearings</b>: 8<br>
4152773,3201 Lawrence Ave E,3201 Lawrence Ave E,Woburn,TRUE,Private,1960,2017,123,13,Cando Apartments Ltd.,2019-11-26,87,87%,81% to 100%,#e7e1ef,TRUE,2018-07-06,FALSE,NA,NA,TRUE,1,"c(-79.2409161, 43.7560115)",<b>3201 Lawrence Ave E</b><br><b>Built</b>: 1960<br><b>Landlord/Management</b>: Cando Apartments Ltd.<br><b>Units</b>: 123<br><b>RentSafeTO Evaluation</b>: 87%<br><b>Eviction Hearings</b>: 1<br><b>AGI Application</b>: 2018-07-06<br>
4152775,1 Brimley Rd,1 Brimley Rd,Cliffcrest,TRUE,Private,1961,2017,58,6,1 Brimley Apts. Inc.,2020-11-06,76,76%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.2404315, 43.7194726)",<b>1 Brimley Rd</b><br><b>Built</b>: 1961<br><b>Landlord/Management</b>: 1 Brimley Apts. Inc.<br><b>Units</b>: 58<br><b>RentSafeTO Evaluation</b>: 76%<br>
4154382,1277 Wilson Ave,1277 Wilson Ave,Downsview-Roding-CFB,TRUE,Private,1968,2017,80,4,Hannah Group,2020-10-14,69,69%,61% to 80%,#c994c7,TRUE,2018-09-17,FALSE,NA,NA,TRUE,1,"c(-79.4929183, 43.7236593)",<b>1277 Wilson Ave</b><br><b>Built</b>: 1968<br><b>Landlord/Management</b>: Hannah Group<br><b>Units</b>: 80<br><b>RentSafeTO Evaluation</b>: 69%<br><b>Eviction Hearings</b>: 1<br><b>AGI Application</b>: 2018-09-17<br>
4154400,2195 Jane St,2195 Jane St,Downsview-Roding-CFB,TRUE,TCHC,1966,2017,294,11,Toronto Community Housing,2020-11-04,73,73%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,TRUE,1,"c(-79.5079298, 43.7222152)",<b>2195 Jane St</b><br><b>Built</b>: 1966<br><b>Landlord/Management</b>: Toronto Community Housing<br><b>Units</b>: 294<br><b>RentSafeTO Evaluation</b>: 73%<br><b>Eviction Hearings</b>: 1<br>
4154904,66 Parkwoods Village Dr,66 Parkwoods Village Dr,Parkwoods-Donalda,TRUE,Private,1962,2017,65,6,Three R Property Management,2019-11-04,86,86%,81% to 100%,#e7e1ef,TRUE,2017-02-09,FALSE,NA,NA,FALSE,NA,"c(-79.3222222, 43.7596058)",<b>66 Parkwoods Village Dr</b><br><b>Built</b>: 1962<br><b>Landlord/Management</b>: Three R Property Management<br><b>Units</b>: 65<br><b>RentSafeTO Evaluation</b>: 86%<br><b>AGI Application</b>: 2017-02-09<br>
4154908,57 Parkwoods Village Dr,57 Parkwoods Village Dr,Parkwoods-Donalda,TRUE,Private,1965,2017,87,7,Sonage Investments,2020-11-25,79,79%,61% to 80%,#c994c7,TRUE,2021-03-19,FALSE,NA,NA,TRUE,1,"c(-79.3205132, 43.7601524)",<b>57 Parkwoods Village Dr</b><br><b>Built</b>: 1965<br><b>Landlord/Management</b>: Sonage Investments<br><b>Units</b>: 87<br><b>RentSafeTO Evaluation</b>: 79%<br><b>Eviction Hearings</b>: 1<br><b>AGI Application</b>: 2021-03-19<br>
4155395,500 The West Mall,500 The West Mall,Etobicoke West Mall,TRUE,Private,1969,2018,24,5,NA,2019-10-29,75,75%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.568914, 43.6491891)",<b>500 The West Mall</b><br><b>Built</b>: 1969<br><b>Units</b>: 24<br><b>RentSafeTO Evaluation</b>: 75%<br>
4155419,6 Auburndale Crt,6 Auburndale Crt,Elms-Old Rexdale,TRUE,Private,1964,2017,82,7,NA,2020-11-25,81,81%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.5547056, 43.7182262)",<b>6 Auburndale Crt</b><br><b>Built</b>: 1964<br><b>Units</b>: 82<br><b>RentSafeTO Evaluation</b>: 81%<br>
4155422,75 Irwin Rd,75 Irwin Rd,Elms-Old Rexdale,TRUE,Private,1955,2017,53,6,NA,2020-11-22,67,67%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.5580294, 43.7249815)",<b>75 Irwin Rd</b><br><b>Built</b>: 1955<br><b>Units</b>: 53<br><b>RentSafeTO Evaluation</b>: 67%<br>
4156156,322 Eglinton Ave E,322 Eglinton Ave E,Mount Pleasant East,TRUE,Private,1969,2017,207,20,Kg Group,2019-10-30,97,97%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.3885, 43.709035)",<b>322 Eglinton Ave E</b><br><b>Built</b>: 1969<br><b>Landlord/Management</b>: Kg Group<br><b>Units</b>: 207<br><b>RentSafeTO Evaluation</b>: 97%<br>
4156163,50 Holly St,50 Holly St,Mount Pleasant West,TRUE,Private,1967,2017,145,15,NA,2019-12-09,80,80%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.396665, 43.705876)",<b>50 Holly St</b><br><b>Built</b>: 1967<br><b>Units</b>: 145<br><b>RentSafeTO Evaluation</b>: 80%<br>
4152786,3555 Kingston Rd,3555 Kingston Rd,Scarborough Village,TRUE,Social Housing,1992,2017,133,9,NA,2019-11-28,90,90%,81% to 100%,#e7e1ef,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.215575, 43.739422)",<b>3555 Kingston Rd</b><br><b>Built</b>: 1992<br><b>Units</b>: 133<br><b>RentSafeTO Evaluation</b>: 90%<br>
4152790,3131 Eglinton Ave E,3131 Eglinton Ave E,Scarborough Village,TRUE,Private,1960,2017,82,7,NA,2020-11-13,75,75%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,FALSE,NA,"c(-79.2228458, 43.7417181)",<b>3131 Eglinton Ave E</b><br><b>Built</b>: 1960<br><b>Units</b>: 82<br><b>RentSafeTO Evaluation</b>: 75%<br>
4774556,55 Mutual St,55 Mutual St,Church-Yonge Corridor,TRUE,Private,1989,2020,40,3,G.c. Rental Management,2020-12-10,76,76%,61% to 80%,#c994c7,TRUE,2019-10-24,FALSE,NA,NA,FALSE,NA,"c(-79.374861, 43.655535)",<b>55 Mutual St</b><br><b>Built</b>: 1989<br><b>Landlord/Management</b>: G.c. Rental Management<br><b>Units</b>: 40<br><b>RentSafeTO Evaluation</b>: 76%<br><b>AGI Application</b>: 2019-10-24<br>
4317594,3017 G Queen St E,3017 Queen St E,Birchcliffe-Cliffside,TRUE,Private,1954,2018,15,4,Greenwin Corp.,2018-02-12,79,79%,61% to 80%,#c994c7,FALSE,NA,FALSE,NA,NA,TRUE,1,"c(-79.277327, 43.674973)",<b>3017 G Queen St E</b><br><b>Built</b>: 1954<br><b>Landlord/Management</b>: Greenwin Corp.<br><b>Units</b>: 15<br><b>RentSafeTO Evaluation</b>: 79%<br><b>Eviction Hearings</b>: 1<br>
