_id,AIR_CONDITIONING_TYPE,AMENITIES_AVAILABLE,ANNUAL_FIRE_ALARM_TEST_RECORDS,ANNUAL_FIRE_PUMP_FLOW_TEST_RECORDS,APPROVED_FIRE_SAFETY_PLAN,BALCONIES,BARRIER_FREE_ACCESSIBILTY_ENTR,BIKE_PARKING,CONFIRMED_STOREYS,CONFIRMED_UNITS,DATE_OF_LAST_INSPECTION_BY_TSSA,DESCRIPTION_OF_CHILD_PLAY_AREA,DESCRIPTION_OF_INDOOR_EXERCISE_ROOM,DESCRIPTION_OF_OUTDOOR_REC_FACILITIES,ELEVATOR_PARTS_REPLACED,ELEVATOR_STATUS,EMERG_POWER_SUPPLY_TEST_RECORDS,EXTERIOR_FIRE_ESCAPE,FACILITIES_AVAILABLE,FIRE_ALARM,GARBAGE_CHUTES,GREEN_BIN_LOCATION,HEATING_EQUIPMENT_STATUS,HEATING_EQUIPMENT_YEAR_INSTALLED,HEATING_TYPE,INDOOR_GARBAGE_STORAGE_AREA,INTERCOM,IS_THERE_A_COOLING_ROOM,IS_THERE_EMERGENCY_POWER,LAUNDRY_ROOM,LAUNDRY_ROOM_HOURS_OF_OPERATION,LAUNDRY_ROOM_LOCATION,LOCKER_OR_STORAGE_ROOM,NO_BARRIER_FREE_ACCESSBLE_UNITS,NO_OF_ACCESSIBLE_PARKING_SPACES,NO_OF_ELEVATORS,NO_OF_LAUNDRY_ROOM_MACHINES,NON_SMOKING_BUILDING,OUTDOOR_GARBAGE_STORAGE_AREA,PARKING_TYPE,PCODE,PET_RESTRICTIONS,PETS_ALLOWED,PROP_MANAGEMENT_COMPANY_NAME,PROPERTY_TYPE,RECYCLING_BINS_LOCATION,RSN,SEPARATE_GAS_METERS_EACH_UNIT,SEPARATE_HYDRO_METER_EACH_UNIT,SEPARATE_WATER_METERS_EA_UNIT,SITE_ADDRESS,SPRINKLER_SYSTEM,SPRINKLER_SYSTEM_TEST_RECORD,SPRINKLER_SYSTEM_YEAR_INSTALLED,TSSA_TEST_RECORDS,VISITOR_PARKING,WARD,WINDOW_TYPE,YEAR_BUILT,YEAR_OF_REPLACEMENT,YEAR_REGISTERED,NO_OF_STOREYS,IS_THERE_EMERGENCY_POWER?,NON-SMOKING_BUILDING,NO_OF_UNITS,NO_OF_ACCESSIBLEPARKING_SPACES,FACILITIES_AVAILABLE?,IS_THERE_A_COOLING_ROOM?,NO_BARRIERFREE_ACCESSBLE_UNITS
65445,NONE,NA,YES,NO,YES,NO,NO,Not Available,4,26,NA,NA,NA,NA,NA,NA,NA,NO,Recycling bins,YES,NO,NA,ORIGINAL,1952,HOT WATER,NO,YES,NO,NO,YES,8AM - 9PM,BASEMENT,NO,0,0,0,6,NO,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M8V,NA,YES,NA,PRIVATE,WEST PROPERTY LINE,4155492,NO,YES,NO,2555  LAKE SHORE BLVD W,NO,NA,NA,NA,FREE,03,DOUBLE PANE,1952,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
65446,NONE,NA,YES,NO,YES,NO,NO,Not Available,4,26,NA,NA,NA,NA,NA,NA,NA,NO,Recycling bins,YES,NO,NA,ORIGINAL,1952,HOT WATER,NO,YES,NO,NO,YES,8AM - 9PM,BASEMENT,YES,0,0,0,6,NO,YES,Surface Parking,M8V,NA,YES,NA,PRIVATE,WEST PROPERTY LINE,4155494,NO,YES,NO,2547  LAKE SHORE BLVD W,NO,NA,NA,NA,FREE,03,DOUBLE PANE,1952,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
65447,NONE,NA,YES,YES,YES,YES,NO,0 indoor parking spots and 10 outdoor parking spots,4,44,NA,NA,NA,NA,NA,NA,NA,NO,Green Bin / Organics,YES,NO,OUTSIDE,REPLACED,1997,HOT WATER,NO,YES,NO,NO,YES,24 HRS ,BASEMENT,YES,0,18,0,6,YES,YES,"Ground Level Garage , Surface Parking",M8V,UP TO 15 POUNDS ,YES,AIDERBROOK MANAGEMENT INC.,PRIVATE,OUTSIDE,4155501,NO,YES,NO,2519  LAKE SHORE BLVD W,NO,NA,NA,NA,UNAVAILABLE,03,DOUBLE PANE,1970,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
65448,NONE,NA,YES,YES,YES,YES,YES,Not Available,8,111,"JUN 20, 2017",NA,NA,NA,CONTROLS REPLACED,REPLACED,YES,YES,Green Bin / Organics,YES,NO,SOUTH WEST CORNER OF PROPERTY,REPLACED,2002,HOT WATER,NO,YES,NO,YES,YES,8 AM TO 10 PM,BASEMENT,YES,1,1,2,13,NO,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M8V,NA,YES,NA,PRIVATE,SOUTH WEST CORNER OF PROPERTY,4155511,NO,YES,NO,2663  LAKE SHORE BLVD W,YES,YES,2000,YES,UNAVAILABLE,03,DOUBLE PANE,1953,2002,2017,NA,NA,NA,NA,NA,NA,NA,NA
65449,NONE,NA,YES,YES,YES,NO,NO,Not Available,5,72,"APR 7, 2015",NA,NA,NA,COMPLETE MOD,REPLACED,NA,YES,Green Bin / Organics,YES,NO,ON ROYALYORK RD,REPLACED,2007,HOT WATER,NO,YES,NO,NO,YES,8AM TO 10 PM,BASEMENT,YES,0,0,1,8,NO,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M8V,NA,YES,NA,PRIVATE,ON ROYALYORK ROAD,4155512,NO,YES,NO,6  ROYAL YORK RD ,NO,NA,NA,YES,FREE,03,DOUBLE PANE,1951,2010,2017,NA,NA,NA,NA,NA,NA,NA,NA
65450,CENTRAL AIR,"Indoor recreation room , Indoor exercise room",YES,YES,YES,NO,YES,Not Available,10,150,"AUG 1, 2017",NA,NA,NA,NA,ORIGINAL,YES,NO,Green Bin / Organics,YES,YES,PARKING GARAGE LEVEL,REPLACED,2013,HOT WATER,YES,YES,YES,YES,YES,7:00 A.M. - 10:00 P.M,MAIN FLOOR,YES,10,40,2,14,NO,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M6L,NA,YES,NA,SOCIAL HOUSING,PARKING GARAGE LEVEL,4156371,NO,NO,NO,10  MAPLE LEAF DR ,YES,YES,1992,YES,FREE,05,DOUBLE PANE,1992,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
65451,INDIVIDUAL UNITS,"Indoor recreation room , Indoor exercise room",YES,YES,YES,NO,YES,Not Available,8,179,"JUL 16, 2014",NA,TREADMILL AND BICYCLE,NA,NA,REPLACED,YES,NO,Green Bin / Organics,YES,YES,OUTSIDE BACK DOOR,ORIGINAL,1978,ELECTRIC,NO,YES,YES,YES,YES,8 AM TO 10 PM,2ND FLOOR,NO,0,2,2,6,NO,YES,Surface Parking,M1J,NA,YES,NA,SOCIAL HOUSING,INDOOR AND OUTDOOR,4156391,NO,NO,NO,1290  DANFORTH RD ,YES,YES,1978,YES,FREE,21,DOUBLE PANE,1978,2014,2017,NA,NA,NA,NA,NA,NA,NA,NA
65452,NONE,Child play area,YES,YES,YES,YES,YES,Not Available,15,124,"SEP 18, 2017",SLIDE & SWING,NA,NA,NA,REPLACED,NO,NO,Green Bin / Organics,YES,YES,P1,REPLACED,2016,HOT WATER,YES,YES,NO,YES,YES,8A-10P M-F / NOON-4P S-S,BASEMENT,NO,0,1,2,14,NO,YES,"Underground Garage , Surface Parking",M3A,25 POUNDS OR LESS,YES,NA,PRIVATE,P1,4156399,NO,NO,NO,5  BROOKBANKS DR ,YES,YES,1966,YES,FREE,16,DOUBLE PANE,1968,2017,2017,NA,NA,NA,NA,NA,NA,NA,NA
65453,NONE,Outdoor pool,YES,YES,YES,YES,NO,Not Available,15,118,"AUG 15, 2017",NA,NA,NA,NA,REPLACED,YES,NO,Recycling bins,YES,YES,NA,REPLACED,2006,HOT WATER,YES,YES,NO,YES,YES,8 AM TO 10 PM,GROUND FLOOR,YES,0,1,2,16,NO,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking , Parking Deck",M3N,NA,NO,FRED HAGEMAN'S HOLDINGS LTD.,PRIVATE,OUTSIDE,4156420,NO,YES,NO,365  GRANDRAVINE DR ,YES,YES,1971,YES,FREE,07,DOUBLE PANE,1971,2008,2017,NA,NA,NA,NA,NA,NA,NA,NA
65454,NONE,NA,YES,YES,YES,YES,YES,Not Available,4,201,"JUN 20, 2017",NA,NA,NA,FULL REPLACEMENT - GAL GALAXY ,REPLACED,NA,NO,Green Bin / Organics,YES,YES,BACK OF THE BUILDING,ORIGINAL,1972,HOT WATER,NO,YES,NO,NO,YES,7:00 AM- 10:00 PM ,MAIN FLOOR,YES,2,2,2,12,YES,YES,Surface Parking,M3L,NA,YES,TCH,TCHC,BACK OF BUILDING,4156430,NO,NO,NO,7  ARLETA AVE ,YES,YES,1972,YES,PAID,07,DOUBLE PANE,1972,2014,2017,NA,NA,NA,NA,NA,NA,NA,NA
65455,INDIVIDUAL UNITS,"Outdoor rec facilities , Child play area",YES,YES,YES,YES,YES,Not Available,16,249,"AUG 31, 2020",OUTDOOR PLAY AREA,NA,NA,INTERIOR,REPLACED,NO,NO,Green Bin / Organics,YES,YES,OUTDOORS,ORIGINAL,1979,HOT WATER,YES,YES,NO,YES,YES,7AM - 11PM,MAIN FLOOR,NO,0,0,3,28,NO,NO,"Underground Garage , Garage accessible thru buildg , Surface Parking",M1B,NA,YES,MEDALLION CORPORATION,PRIVATE,OUTDOORS,4152887,NO,YES,NO,1  DEAN PARK RD ,YES,YES,1979,YES,FREE,25,DOUBLE PANE,1979,2015,2017,NA,NA,NA,NA,NA,NA,NA,NA
65456,NONE,NA,YES,YES,YES,NO,YES,Not Available,6,86,"JAN 1, 2018",NA,NA,NA,NA,REPLACED,YES,NO,Recycling bins,YES,YES,NA,ORIGINAL,1970,HOT WATER,YES,YES,YES,YES,YES,24/7,FLOOR 3 - 8,NO,0000,0,2,15,NO,YES,NA,M5T,NA,YES,DEEP QUONGG COMMUNITY FUND INC,TCHC,YES,4153414,NO,NO,NO,2  MURRAY ST ,YES,YES,2005,NO,UNAVAILABLE,11,SINGLE PANE,1961,2008,2018,NA,NA,NA,NA,NA,NA,NA,NA
65457,NONE,Indoor exercise room,YES,YES,YES,NO,NO,0 indoor parking spots and 25 outdoor parking spots,14,120,"MAR 14, 2017",NA,VARIOUS CARDIO MACHINES,NA,INTERIOR AND CONTROLS,REPLACED,NO,NO,Green Bin / Organics,YES,YES,BACK OF BUILDING,REPLACED,1992,HOT WATER,NO,YES,YES,YES,YES,24/7,BASEMENT,YES,0,0,2,10,NO,YES,NA,M5T,NA,YES,COGIR REAL ESTATE,PRIVATE,BACK OF BUILDING,4153415,NO,YES,NO,200  ELM ST ,YES,YES,1961,YES,UNAVAILABLE,11,DOUBLE PANE,1961,2009,2017,NA,NA,NA,NA,NA,NA,NA,NA
65458,INDIVIDUAL UNITS,NA,YES,YES,YES,NO,NO,Not Available,3,60,NA,NA,NA,NA,NA,NA,YES,YES,Green Bin / Organics,YES,NO,GARAGE,REPLACED,2007,HOT WATER,YES,NO,NO,YES,YES,7 AM UNTIL 11 PM,BASEMENT,YES,0,0,0,4,YES,NO,Ground Level Garage,M5B,NA,NO,NA,SOCIAL HOUSING,GARAGE,4153425,NO,NO,NO,244  CHURCH ST ,YES,YES,2007,NA,UNAVAILABLE,13,SINGLE PANE,1900,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
65459,NONE,NA,YES,NO,YES,NO,NO,Not Available,4,12,"APR 30, 2017",NA,NA,NA,NA,REPLACED,YES,NO,Recycling bins,YES,NO,NA,REPLACED,2005,HOT WATER,NO,YES,NO,YES,YES,24 HOURS,GROUND FLOOR,NO,0,1,1,4,NO,YES,"Underground Garage , Ground Level Garage , Garage accessible thru buildg , Surface Parking",M6C,NA,YES,NA,PRIVATE,OUTSIDE DRIVEWAY,4153965,NO,YES,NO,3  RIDGE HILL DR ,NO,NA,NA,YES,FREE,08,DOUBLE PANE,1951,2017,2017,NA,NA,NA,NA,NA,NA,NA,NA
65460,CENTRAL AIR,NA,YES,YES,YES,YES,YES,10 indoor parking spots and 0 outdoor parking spots,8,76,"NOV 17, 2016",NA,NA,NA,NA,REPLACED,NA,YES,Green Bin / Organics,YES,YES,UNDERGROUNG PARKING GARAGE,REPLACED,2010,HOT WATER,YES,YES,NO,NO,YES,24HRS,BASEMENT,YES,76,0,2,8,YES,NO,"Underground Garage , Garage accessible thru buildg",M6B,NA,YES,O'SHANTER DEVELOPMENT COMPANY,PRIVATE,UNDERGROUNG PARKING GARAGE,4153970,NO,YES,NO,660  BRIAR HILL AVE ,YES,YES,1975,YES,UNAVAILABLE,08,DOUBLE PANE,1974,2010,2017,NA,NA,NA,NA,NA,NA,NA,NA
65461,NONE,NA,YES,YES,YES,YES,NO,Not Available,8,111,"OCT 3, 2013",NA,NA,NA,COMPLETE RETROFIT,REPLACED,NA,NO,Green Bin / Organics,YES,YES,GARAGE,REPLACED,2005,HOT WATER,YES,YES,NO,NO,YES,8:00 TO 10:00,BASEMENT,YES,0,94,2,10,NO,NO,"Underground Garage , Ground Level Garage , Garage accessible thru buildg",M5N,NA,YES,ELDEBRON HOLDINGS LIMITED,PRIVATE,GARAGE,4153982,NO,YES,NO,515  CHAPLIN CRES ,YES,YES,1961,YES,FREE,08,DOUBLE PANE,1961,2013,2017,NA,NA,NA,NA,NA,NA,NA,NA
65462,NONE,NA,YES,NA,NO,YES,NO,Not Available,6,62,"JAN 1, 2017",N/A,N/A,N/A,ALL COMPONENTS EXCEPT FOR CAR,REPLACED,NA,NO,Recycling bins,YES,NO,NA,REPLACED,2017,NA,NO,YES,NO,NO,YES,7 A.M. - 9 P.M. DAILY,1ST FLOOR,YES,NA,0,1,6,NA,YES,"Ground Level Garage , Garage accessible thru buildg",M6B,N/A,NO,REM FACILITIES MANAGEMENT INC,PRIVATE,EAST SIDE GARAGE ENTRANCE,4153983,NO,YES,NO,2601  BATHURST ST ,YES,YES,1953,YES,UNAVAILABLE,08,SINGLE PANE,1953,2017,2018,NA,NA,NA,NA,NA,NA,NA,NA
65463,NONE,NA,YES,YES,YES,NO,NO,Not Available,4,10,NA,NA,NA,NA,NA,NA,NA,YES,Green Bin / Organics,YES,NO,OUTSIDE,REPLACED,2016,HOT WATER,NO,YES,NO,NO,NO,NA,NA,NO,0,4,0,NA,NO,YES,"Carport , Surface Parking",M5A,NA,YES,NA,PRIVATE,OUTSIDE,4153441,NO,YES,NO,260  SHERBOURNE ST ,YES,YES,2016,NA,UNAVAILABLE,13,DOUBLE PANE,1809,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
65464,NONE,NA,YES,NO,YES,NO,NO,0 indoor parking spots and 8 outdoor parking spots,3,16,NA,NA,NA,NA,NA,NA,NA,NO,Green Bin / Organics,YES,NO,OUTDOOR WEST SIDE,REPLACED,2010,HOT WATER,NO,YES,NO,NO,YES,8 AM TO 9 PM,BASEMENT,NO,0,10,0,4,NO,YES,Ground Level Garage,M5A,NA,YES,NA,PRIVATE,OUTSIDE WEST SIDE,4153453,NO,NO,NO,368  GEORGE ST ,NO,NA,NA,NA,UNAVAILABLE,13,DOUBLE PANE,1939,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
65465,NONE,NA,YES,YES,YES,NO,NO,12 indoor parking spots and 0 outdoor parking spots,3,18,NA,NA,NA,NA,NA,NA,YES,NO,Green Bin / Organics,YES,NO,SIDE OF BUILDING,REPLACED,2005,HOT WATER,NO,YES,NO,YES,YES,6 AM-11 PM DAILY,BASEMENT,NO,0,0,0,4,YES,YES,NA,M4R,NA,YES,GLENDALE PROPERTIES INC.,PRIVATE,SIDE OF BUILDING,4153993,NO,YES,NO,137  EGLINTON AVE W,NO,NA,NA,NA,UNAVAILABLE,12,DOUBLE PANE,1920,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
65466,INDIVIDUAL UNITS,"Indoor recreation room , Indoor exercise room",YES,YES,YES,YES,YES,12 indoor parking spots and 10 outdoor parking spots,10,128,"AUG 15, 2017",NA,GYM,NA,NA,REPLACED,YES,NO,Green Bin / Organics,YES,YES,OUTSIDE,REPLACED,2012,HOT WATER,NO,YES,YES,YES,YES,24HRS,BASEMENT LEVEL,YES,0,1,2,14,NO,YES,"Underground Garage , Ground Level Garage , Garage accessible thru buildg , Surface Parking",M4X,LEASHED,YES,NA,PRIVATE,OUTSIDE,4153472,NO,YES,NO,392  SHERBOURNE ST ,YES,YES,2013,YES,FREE,13,DOUBLE PANE,1963,2012,2017,NA,NA,NA,NA,NA,NA,NA,NA
65467,CENTRAL AIR,NA,YES,YES,YES,YES,NO,Not Available,9,47,"DEC 9, 2014",NA,NA,NA,NA,ORIGINAL,YES,NO,Recycling bins,YES,YES,NA,ORIGINAL,1979,FORCED AIR GAS,NO,YES,YES,YES,NO,NA,NA,YES,0,0,2,NA,NO,YES,"Underground Garage , Garage accessible thru buildg",M4Y,NA,YES,BEAUX PROPERTIES MANAGEMENT,PRIVATE,AT REAR OF BUILDING,4153488,NO,YES,NO,25  WELLESLEY ST E,YES,YES,1979,YES,UNAVAILABLE,13,DOUBLE PANE,1979,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
65468,NONE,NA,YES,NO,NO,NO,NO,8 indoor parking spots and 0 outdoor parking spots,3,17,NA,NA,NA,NA,NA,NA,NA,NO,Green Bin / Organics,YES,NO,OUTSIDE,REPLACED,2001,HOT WATER,NO,YES,NO,NO,YES,24/7,RAISED BASEMENT,YES,0,6,0,4,YES,YES,Surface Parking,M4R,NA,YES,NOT APPLICABLE,PRIVATE,OUTSIDE,4154015,NO,YES,NO,80  CASTLEFIELD AVE ,YES,NO,1955,NA,UNAVAILABLE,08,DOUBLE PANE,1955,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
65469,NONE,NA,YES,NO,YES,YES,NO,12 indoor parking spots and 0 outdoor parking spots,4,26,NA,NA,NA,NA,NA,NA,YES,NO,Recycling bins,YES,NO,NA,REPLACED,2005,HOT WATER,NO,YES,NO,YES,YES,24/7,BASEMENT,YES,0,9,0,4,NO,YES,"Ground Level Garage , Carport",M4R,NA,YES,MAYA INVESTMENTS LTD.,PRIVATE,BACK OF BUILDING,4154016,NO,YES,NO,132  CASTLEFIELD AVE ,NO,NA,NA,NA,UNAVAILABLE,08,DOUBLE PANE,1955,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
65470,NONE,NA,YES,YES,YES,NO,NO,0 indoor parking spots and 6 outdoor parking spots,4,64,"JUL 15, 2017",NA,NA,NA,NA,ORIGINAL,NA,NO,Green Bin / Organics,YES,NO,WEST SIDE OF THE BUIDING,REPLACED,2008,HOT WATER,NO,YES,NO,NO,YES,8AM - 9:30PM,BASEMENT ,YES,0,0,1,4,NO,YES,"Underground Garage , Garage accessible thru buildg",M4R,NA,YES,RPMS,PRIVATE,WEST SIDE OF THE BUIDLING,4154021,NO,YES,NO,1  CHERITAN AVE ,YES,YES,1929,YES,UNAVAILABLE,08,SINGLE PANE,1929,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
65471,NONE,NA,YES,YES,YES,NO,NO,Not Available,3,25,NA,NA,NA,NA,NA,NA,YES,NO,Green Bin / Organics,YES,NO,DRIVEWAY,REPLACED,2007,HOT WATER,NO,YES,NO,YES,YES,ALL THE TIME,BASEMENT,YES,0,0,0,4,NO,YES,Underground Garage,M5M,NA,NO,RANEE MANAGEMENT,PRIVATE,DRIVEWAY,4154030,NO,YES,NO,45  LORINDALE AVE ,NO,NA,NA,NA,UNAVAILABLE,08,DOUBLE PANE,1957,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
65472,NONE,NA,YES,YES,YES,YES,YES,Not Available,7,61,"JUN 15, 2016",NA,NA,NA,CAR,REPLACED,NA,NO,Recycling bins,YES,NO,NA,ORIGINAL,1960,FORCED AIR GAS,NO,YES,NO,NO,YES,24 HRS,BASEMENT,YES,1,0,1,3,NO,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M4Y,NA,NO,NA,PRIVATE,GARBAGE AREA,4153498,NO,YES,NO,91  WELLESLEY ST E,YES,YES,1960,YES,FREE,13,SINGLE PANE,1960,1996,2017,NA,NA,NA,NA,NA,NA,NA,NA
65473,NONE,NA,YES,YES,YES,YES,NO,30 indoor parking spots and 0 outdoor parking spots,9,79,"JAN 15, 2017",NA,NA,NA,FULL MODIFICATION,REPLACED,NA,NO,Recycling bins,YES,YES,NA,REPLACED,2007,HOT WATER,YES,YES,NO,NO,YES,24 HOURS,MAIN FLOOR,YES,0,83,2,8,YES,YES,Underground Garage,M4Y,NA,YES,NA,PRIVATE,OUTSIDE OF BUILDING,4153521,NO,YES,NO,135  ISABELLA ST ,YES,YES,1960,YES,PAID,13,DOUBLE PANE,1960,2017,2017,NA,NA,NA,NA,NA,NA,NA,NA
65474,NONE,NA,YES,YES,YES,YES,YES,0 indoor parking spots and 12 outdoor parking spots,14,175,"JAN 5, 2011",NA,NA,NA,CABS,REPLACED,YES,NO,Green Bin / Organics,YES,YES,BACK OF BUILDING,REPLACED,2005,HOT WATER,NO,YES,YES,YES,YES,8 AM TO 10 PM,FIRST FLOOR,YES,0,1,3,18,NO,NO,"Underground Garage , Garage accessible thru buildg",M1W,NA,YES,PARK PROPERTY MANAGEMENT INC,PRIVATE,BACK DECK OF BUILDING,4152861,NO,YES,NO,50  AURORA CRT ,YES,YES,1974,NO,FREE,22,SINGLE PANE,1974,2010,2017,NA,NA,NA,NA,NA,NA,NA,NA
65475,NONE,Indoor recreation room,YES,YES,YES,YES,YES,Not Available,13,300,"SEP 11, 2017",NA,NA,NA,NA,ORIGINAL,YES,NO,Recycling bins,YES,YES,NA,ORIGINAL,1996,HOT WATER,YES,YES,NO,YES,YES,TBD,TBD,NO,1,6,2,16,YES,YES,Surface Parking,M1T,NA,YES,DEL MANAGEMENT,TCHC,REAR OF BUILDING,4152872,NO,NO,NO,3825  SHEPPARD AVE E,YES,YES,1996,YES,BOTH,22,DOUBLE PANE,1975,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
65476,NONE,NA,YES,YES,YES,YES,YES,Not Available,14,154,"MAR 15, 2017",NA,NA,NA,NA,REPLACED,NA,YES,Recycling bins,YES,YES,NA,ORIGINAL,1960,HOT WATER,YES,YES,NO,NO,YES,24 HOURS,BASEMENT,NO,154,11,2,16,NO,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M1T,NA,YES,CANDO APARTMENTS LTD.,PRIVATE,SOUTH SIDE,4152874,NO,YES,NO,3875  SHEPPARD AVE E,YES,YES,1960,YES,PAID,22,DOUBLE PANE,1960,2010,2017,NA,NA,NA,NA,NA,NA,NA,NA
65477,NONE,Child play area,YES,YES,YES,YES,YES,Not Available,15,196,"JAN 3, 2016",SLIDES AND CLIMBING,NA,NA,CABS,REPLACED,YES,NO,Green Bin / Organics,YES,YES,BACK OF BUILDING,REPLACED,2008,HOT WATER,NO,YES,YES,YES,YES,24 HOURS,BASEMENT,YES,0,2,3,20,NO,YES,"Underground Garage , Garage accessible thru buildg",M1T,NA,YES,PARK PROPERTY MANAGEMENT INC,PRIVATE,BACK OF THE BUILDING,4152879,NO,YES,NO,40  CARABOB CRT ,YES,YES,1974,NO,PAID,22,SINGLE PANE,1974,2010,2017,NA,NA,NA,NA,NA,NA,NA,NA
65478,NONE,NA,YES,YES,YES,YES,YES,Not Available,4,53,"JUL 15, 2017",NA,NA,NA,NA,ORIGINAL,NA,NO,Green Bin / Organics,YES,NO,OUTDOOR,REPLACED,2011,HOT WATER,NO,YES,NO,NO,YES,8-12,BASEMENT,NO,1,3,1,8,NO,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M3J,NO MORE THAN 2 PETS,YES,MODEL BUILDING MAINTENANCE INC,PRIVATE,OUTDOOR,4154469,NO,NO,NO,390  SENTINEL RD ,YES,YES,1996,YES,FREE,07,DOUBLE PANE,1970,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
65479,NONE,Indoor recreation room,YES,YES,YES,YES,YES,Not Available,7,160,"AUG 4, 2017",NA,NA,NA,NA,REPLACED,YES,NO,Unknown,YES,NO,NA,ORIGINAL,1992,HOT WATER,YES,YES,NO,YES,YES,TBD,TBD,NO,2,6,2,12,YES,YES,"Underground Garage , Garage accessible thru buildg",M6B,NA,YES,NA,TCHC,NA,4154485,NO,NO,NO,3036-3050  BATHURST ST ,YES,YES,1992,YES,UNAVAILABLE,08,DOUBLE PANE,1992,2017,2017,NA,NA,NA,NA,NA,NA,NA,NA
65480,NONE,NA,YES,NO,YES,YES,YES,6 indoor parking spots and 6 outdoor parking spots,4,43,"OCT 17, 2014",NA,NA,NA,COMPLETE MODERNIZATION,REPLACED,NA,NO,Recycling bins,YES,NO,NA,REPLACED,2002,HOT WATER,NO,YES,NO,NO,YES,7A-10P,MAIN FLOOR,YES,0,0,1,6,NO,YES,"Underground Garage , Carport",M6B,25 POUNDS OR LESS,YES,NA,PRIVATE,GRABAGE AREA OUTSIDE,4154490,NO,YES,NO,437  GLEN PARK AVE ,YES,YES,1962,YES,FREE,08,DOUBLE PANE,1962,2016,2017,NA,NA,NA,NA,NA,NA,NA,NA
65481,NONE,NA,YES,NO,NO,YES,NO,Not Available,3,10,NA,NA,NA,NA,NA,NA,NA,NO,Recycling bins,YES,NO,NA,ORIGINAL,2014,HOT WATER,NO,YES,NO,NO,YES,ALWAYS OPEN,BASEMENT ,YES,0,10,0,3,YES,YES,"Ground Level Garage , Surface Parking",M6A,NA,YES,KNRS PROPERTIES INC,PRIVATE,PARKING LOT ,4154500,NO,YES,NO,93  NEPTUNE DR ,NO,NA,NA,NA,UNAVAILABLE,08,SINGLE PANE,1960,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
65482,NONE,NA,YES,YES,YES,NO,NO,Not Available,3,24,NA,NA,NA,NA,NA,NA,NA,YES,Green Bin / Organics,YES,NO,OUTSIDE THE BUILDING ,REPLACED,2017,FORCED AIR GAS,NO,YES,NO,NO,YES,24 HOURS,IN THE BASEMENT,YES,0,9,0,4,NO,YES,"Ground Level Garage , Surface Parking",M6C,NA,NO,HIGH VALUE CONSULTANTS LTD,PRIVATE,OUTSIDE THE BUILDING,4154985,NO,YES,NO,172  VAUGHAN RD ,NO,NA,NA,NA,UNAVAILABLE,12,SINGLE PANE,1920,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
65483,NONE,NA,YES,NO,YES,NO,NO,0 indoor parking spots and 10 outdoor parking spots,4,24,NA,NA,NA,NA,NA,NA,NA,YES,Green Bin / Organics,YES,NO,OUTSIDE,REPLACED,2012,HOT WATER,NO,YES,NO,NO,YES,24 HOURS,BASEMENT,NO,0,0,0,4,NO,YES,NA,M6C,CATS ONLY,YES,NA,PRIVATE,OUTSIDE,4154989,NO,NO,NO,235  VAUGHAN RD ,NO,NA,NA,NA,UNAVAILABLE,12,SINGLE PANE,1934,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
65484,NONE,NA,YES,NO,YES,NO,NO,Not Available,3,11,NA,NA,NA,NA,NA,NA,NA,NO,Green Bin / Organics,YES,NO,OUTSIDE,ORIGINAL,1980,HOT WATER,NO,NO,NO,NO,YES,9 AM 10 PM,BASEMENT,YES,0,0,0,2,YES,YES,Surface Parking,M8V,NA,NO,NA,PRIVATE,OUTSIDE,4155514,NO,YES,NO,8  LAKE SHORE DR ,NO,NA,NA,NA,UNAVAILABLE,03,DOUBLE PANE,1960,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
